x,y
1.375E-07,0.3177033674359795
1.5E-07,0.28143630227719085
1.6249999999999998E-07,0.12427901992244106
1.75E-07,0.293525323996787
1.875E-07,0.26934728055759494
2E-07,0.27539178608270687
2.25E-07,0.3116588510897982
2.5E-07,0.24516923191013085
2.75E-07,0.2995698294207676
3E-07,0.154501569392403
3.2499999999999996E-07,0.3721039594349502
3.5E-07,0.18472412356497903
3.75E-07,0.14241254772337264
4E-07,0.20285764600594147
4.5E-07,0.31468109550900647
5E-07,0.23912471070963814
5.5E-07,0.29352530776518315
6E-07,0.24819147688556242
6.499999999999999E-07,0.2572582430614865
7E-07,0.28143628619728434
7.5E-07,0.1998353906139667
8E-07,0.1348568806990733
9E-07,0.22250939655934454
1E-06,0.18927169876325634
1.1E-06,0.2784282313348214
1.2E-06,0.22402763518945967
1.2999999999999998E-06,0.17567154972691568
1.4E-06,0.22856101820157293
1.5E-06,0.14091561330071256
1.6E-06,0.1907854999240468
1.8E-06,0.2270530786019367
2E-06,0.26860967917035206
2.2E-06,0.21118601293035977
2.4E-06,0.24292014427351338
2.5999999999999997E-06,0.22478635493456833
2.8E-06,0.17642958336404901
3E-06,0.19607452181457252
3.2E-06,0.16698482331677988
3.6E-06,0.1703849085902831
4E-06,0.20551912308314813
4.4E-06,0.20249682506225652
4.8E-06,0.1741627811163975
5.199999999999999E-06,0.17076269584289427
5.6E-06,0.19380771825219312
6E-06,0.13902856662353225
6.4E-06,0.13413331009093055
7.2E-06,0.16020810882511638
8E-06,0.13829613947625763
8.8E-06,0.159830316250136
9.6E-06,0.1143063109650071
1.0399999999999999E-05,0.08691634927893355
1.12E-05,0.11581748126492841
1.2E-05,0.1094021185508064
1.28E-05,0.08475206800547097
1.44E-05,0.08296463939422016
1.6E-05,0.08589257270794837
1.76E-05,0.06360249973892007
1.92E-05,0.05859667826706205
2.0799999999999997E-05,0.04905728263201159
2.24E-05,0.05349640733347061
2.4E-05,0.020925565358885345
2.56E-05,0.03117344492009333
2.88E-05,0.03858788187234685
3.2E-05,0.027976319057996246
3.52E-05,0.02004239926195428
3.84E-05,0.015461505094001682
4.1599999999999995E-05,0.01084049652636565
4.48E-05,-0.010444077442184452
4.8E-05,0.008540659212630253
5.12E-05,0.0073427495311892965
5.76E-05,0.00423994604274025
6.4E-05,0.001696763068756324
7.04E-05,0.0014677362975443753
7.68E-05,-0.006931678699781396
8.319999999999999E-05,0.0053239036393892825
8.96E-05,-0.012828026783904711
9.6E-05,-0.005082687656259077
0.0001024,0.0011305191897119649
0.0001152,-0.002196845436870265
0.000128,0.001565125937566303
0.0001408,0.001529702736123073
0.0001536,-8.084477500336362E-05
0.00016639999999999998,-0.0016795845523149833
0.0001792,0.003770892757584021
0.000192,0.000979571865015627
0.0002048,-0.0011052290984463475
0.0002304,-0.0001286097211369297
0.000256,0.0044294801651156845
0.0002816,0.001713519870198077
0.0003072,-4.474194596471026E-05
0.00033279999999999996,0.0025555493467844803
0.0003584,-0.00033042641792024874
0.000384,-0.002171347895232767
0.0004096,-0.002039934672368404
0.0004608,0.0010271592564012888
0.000512,0.0021136731571211875
0.0005632,0.0005040333393145913
0.0006144,0.0031973699393581523
0.0006655999999999999,0.005113531682747086
0.0007168,-0.0022197654314599635
0.000768,-0.0031338272271201895
0.0008192,0.00211385503187822
0.0009216,0.002983879053507388
0.001024,0.002002988039921161
0.0011264,0.0003167628341629314
0.0012288,0.00042669027534070203
0.0013311999999999998,0.0014121448212834897
0.0014336,0.0036218340326498177
0.001536,-0.00037179366552175797
0.0016384,-0.001349182057330256
0.0018432,-0.00019997069079635832
0.002048,0.0012995123799908193
0.0022528,0.0007966610078250502
0.0024576,-0.00012043164750685786
0.0026623999999999997,-0.00032396310594928757
0.0028672,0.0014804783426409784
0.003072,0.0012112972233510044
0.0032768,0.0018626934377248272
0.0036864,1.3039894630195725E-05
0.004096,0.0014635731331552604
0.0045056,0.0005219862633837336
0.0049152,0.0006690297091499486
0.005324799999999999,0.002638385780724506
0.0057344,0.002226200410623047
0.006144,0.000742647810758057
0.0065536,0.0008652385207379432
0.0073728,0.001800077261692512
0.008192,0.0003564814562996288
0.0090112,0.0003423265880332371
0.0098304,0.0010506345977265852
0.010649599999999999,0.0009721556000075182
0.0114688,0.0009648944463961362
0.012288,0.0008998486741347289
0.0131072,0.0014847451485273666
0.0147456,0.0013970862143787288
0.016384,0.0017180392815372425
0.0180224,0.0006329568090756021
0.0196608,0.0014116321095950513
0.021299199999999997,0.001550160844312476
0.0229376,0.0011383214842630718
0.024576,0.0012896941080765556
0.0262144,0.001033156960034587
0.0294912,0.0009382182734481992
0.032768,0.0016325340632172836
0.0360448,0.0014223508185627898
0.0393216,0.001445967393272185
0.042598399999999995,0.00148081167918368
0.0458752,0.0016279771605020033
0.049152,0.0015046800712879005
0.0524288,0.0017601090383145834
0.0589824,0.0022669404175166274
0.065536,0.002354939151581026
0.0720896,0.0019869296125305524
0.0786432,0.0025170625757238163
0.08519679999999999,0.0031385472514131596
0.0917504,0.0027391392297648753
0.098304,0.0028276790120338458
0.1048576,0.003041893487500058
0.1179648,0.003025246654597913
0.131072,0.0032150098643459746
0.1441792,0.003752187515864258
0.1572864,0.003620474064467971
0.17039359999999998,0.0036761016720175954
0.1835008,0.004031909239086695
0.196608,0.0043186719001068186
0.2097152,0.004220419911746154
0.2359296,0.004571597412440731
0.262144,0.004997377977772999
0.2883584,0.005374340408362932
0.3145728,0.00555490578680462
0.34078719999999996,0.006339276657492898
0.3670016,0.006993559290208395
0.393216,0.006819631546599703
0.4194304,0.007792787303705584
0.4718592,0.008215846584598507
0.524288,0.00831214568666927
0.5767168,0.008839501978589515
0.6291456,0.009411441003303489
0.6815743999999999,0.0105766074613588
0.7340032,0.010921107036009126
0.786432,0.01207448111596876
0.8388608,0.014624011266801684
0.9437184,0.015729548719912945
1.048576,0.017329850858657014
1.1534336,0.01933395232291657
1.2582912,0.022655536199972515
1.3631487999999998,0.025057371152359842
1.4680064,0.02519436840807665
1.572864,0.028398369505930887
1.6777216,0.030317358135466543
1.8874368,0.03321382422945973
2.097152,0.04025764715416069
2.3068672,0.04711119869228164
2.5165824,0.04454051014674154
2.7262975999999997,0.05018751538494959
